,AP001,AP005,BR007,DL002,DL004,DL006,DL007,DL008,DL011,DL012,DL013,DL014,DL017,DL019,DL021,DL025,DL028,DL030,DL031,DL033,DL034,GJ001,HR014,JH001,KA003,KA005,KA009,KA010,KL008,MH005,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN003,TN004,UP012,UP014,UP016,OD001,UP015,OD002,HR011,KA002,DL003,DL009,DL010,DL015,DL016,DL018,DL022,DL023,DL024,DL026,DL027,DL032,DL035,DL037,DL038,WB013,KA004,KA006,KA008,KA011,DL020,DL029,DL036,KA007,DL005,WB011,DL001,AS001,WB009,MH012,MH013,WB010,MH007,MH010,MH009,MH014,MH006,TN005,TN002,MH011,MH008,WB012,UP013,WB008,ML001,WB007,CH001,MP001,BR008,BR009,BR010,KL002,KL004,KL007,BR005,BR006,HR012,HR013,MZ001
2017-04-27,,,,Very Poor,,,,,,,,,,,,,,,Moderate,,Moderate,,Very Poor,Poor,Satisfactory,Moderate,Satisfactory,,,,Good,,,,,,Moderate,Moderate,,,Satisfactory,,,Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-28,,,,Severe,,,,,,,,,,,,,,,Moderate,,Moderate,,Very Poor,Moderate,Satisfactory,Satisfactory,Moderate,,,,Good,,,,,,Moderate,Moderate,,,Moderate,,,Very Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29,,,,Severe,,,,,,,,,,,,,,,Moderate,,Moderate,,Very Poor,Moderate,Satisfactory,Satisfactory,Very Poor,,,,Good,,,,,,Moderate,Moderate,,,Satisfactory,,,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-30,,,,Very Poor,,,,,,,,,,,,,,,Poor,,Moderate,,Poor,Moderate,Good,Satisfactory,,,,,Good,,,,,,Moderate,Satisfactory,,,Moderate,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,,,,Poor,,,,,,,,,,,,,,,Moderate,,Moderate,,Satisfactory,Moderate,Satisfactory,Satisfactory,,,,,Good,,,,,,Moderate,Satisfactory,,,Satisfactory,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02,,,,Severe,,,,,,,,,,,,,,,Poor,,,,Moderate,,Good,Satisfactory,Satisfactory,,,,Satisfactory,,,,,,Moderate,Satisfactory,,,Satisfactory,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,,,,Severe,,,,,,,,,,,,,,,Very Poor,,Very Poor,,Poor,Satisfactory,Good,Satisfactory,Satisfactory,,,,Moderate,,,,,,Moderate,Satisfactory,,,Satisfactory,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-04,,,,Severe,,,,,,,,,,,,,,,Poor,,Poor,,Very Poor,Satisfactory,,Satisfactory,Satisfactory,,,,Satisfactory,,,,,,Moderate,Satisfactory,,,Satisfactory,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,,,,Severe,,,,,,,,,,,,,,,Very Poor,,Moderate,,Very Poor,Moderate,Good,Satisfactory,Satisfactory,,,,Moderate,,,,,,Moderate,Moderate,,,Satisfactory,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06,,,,Severe,,,,,,,,,,,,,,,Very Poor,,,,Very Poor,Moderate,,Satisfactory,,,,,Moderate,,,,,,Moderate,Moderate,,,Satisfactory,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-07,,,,Severe,,,,,,,,,,,,,,,Very Poor,,,,Very Poor,Moderate,Good,Satisfactory,Moderate,,,,Moderate,,,,,,Satisfactory,,,,Satisfactory,,,,Severe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08,,,,Severe,,,,,,,,,,,,,,,Very Poor,,,,Very Poor,Moderate,Moderate,Satisfactory,Satisfactory,,,,Moderate,,,,,,Moderate,,,,Satisfactory,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-09,,,,Severe,,,,,,,,,,,,,,,Very Poor,,Very Poor,,Very Poor,Moderate,Satisfactory,Satisfactory,Satisfactory,,,,Moderate,,,,,,Moderate,,,,Satisfactory,,,Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-10,,,,Poor,,,,,,,,,,,,,,,Poor,,Moderate,,Very Poor,Moderate,Good,,,,,,,,,,,,Moderate,Moderate,,,Moderate,,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-11,,,,Very Poor,,,,,,,,,,,,,,,Moderate,,Satisfactory,,Very Poor,Moderate,Satisfactory,Satisfactory,,,,,Severe,,,,,,Moderate,Moderate,,,Satisfactory,,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-12,,,,Severe,,,,,,,,,,,,,,,Severe,,,,Severe,Satisfactory,,Satisfactory,Satisfactory,,,,Severe,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-13,,,,Severe,,,,,,,,,,,,,,,Very Poor,,Very Poor,,Very Poor,Moderate,Very Poor,Satisfactory,Satisfactory,,,,Moderate,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-14,,,,Severe,,,,,,,,,,,,,,,Very Poor,,,,Very Poor,Moderate,Moderate,Satisfactory,Moderate,,,,Moderate,,,,,,Moderate,Moderate,,,Satisfactory,,,Very Poor,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-15,,,,Severe,,,,,,,,,,,,,,,Poor,,Moderate,,Severe,Moderate,Good,Satisfactory,,,,,Moderate,,,,,,Satisfactory,Satisfactory,,,Moderate,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-16,,,,Severe,,,,,,,,,,,,,,,Poor,,Moderate,,Very Poor,Moderate,Satisfactory,Satisfactory,Satisfactory,,,,Moderate,,,,,,Satisfactory,Moderate,,,Moderate,,,Very Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-17,,,,Very Poor,,,,,,,,,,,,,,,Poor,,,,,Moderate,Satisfactory,Satisfactory,,,,,Satisfactory,,,,,,Satisfactory,Moderate,,,Moderate,,,Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-18,,,,Moderate,,,,,,,,,,,,,,,Moderate,,,,,Moderate,Good,Satisfactory,Moderate,,,,Satisfactory,,,,,,Moderate,Moderate,,,Poor,,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-19,,,,Very Poor,,,,,,,,,,,,,,,Poor,,,,,Moderate,Good,Satisfactory,Satisfactory,,,,Satisfactory,,,,,,Moderate,Moderate,,,Poor,,,Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-20,,,,Severe,,,,,,,,,,,,,,,Poor,,,,,Satisfactory,Good,Satisfactory,Satisfactory,,,,Satisfactory,,,,,,Moderate,Moderate,,,Moderate,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-21,,,,Severe,,,,,,,,,,,,,,,Very Poor,,,,,Moderate,Good,Satisfactory,Satisfactory,,,,Satisfactory,,,,,,Moderate,Moderate,,,Moderate,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-22,,,,Very Poor,,,,,,,,,,,,,,,Very Poor,,,,,Moderate,Good,Satisfactory,,,,,Satisfactory,,,,,,Moderate,Moderate,,,Moderate,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-23,,,,Severe,,,,,,,,,,,,,,,Very Poor,,,,,Moderate,Good,Satisfactory,,,,,Satisfactory,,,,,,Moderate,Moderate,,,Moderate,,,Very Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24,,,,,,,,,,,,,,,,,,,Poor,,Moderate,,Severe,Moderate,Satisfactory,Satisfactory,Satisfactory,,,,Satisfactory,,,,,,Moderate,Moderate,,,Moderate,,,Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-25,,,,,,,,,,,,,,,,,,,Poor,,Poor,,,Moderate,Good,Satisfactory,,,,,Poor,,,,,,Moderate,Moderate,,,Poor,,,Very Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-26,,,,Very Poor,,,,,,,,,,,,,,,Poor,,Poor,,Severe,Moderate,Good,Satisfactory,Satisfactory,,,,Good,,,,,,Moderate,Moderate,,,Moderate,,,Very Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-27,,,,Very Poor,,,,,,,,,,,,,,,Poor,,Moderate,,Severe,Satisfactory,Good,Satisfactory,Good,,,,Good,,,,,,Satisfactory,Moderate,,,Moderate,,,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-28,,,,Poor,,,,,,,,,,,,,,,Moderate,,Satisfactory,,Moderate,Satisfactory,Good,Satisfactory,Good,,,,Good,,,,,,Moderate,Satisfactory,,,Moderate,,,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-29,,,,Moderate,,,,,,,,,,,,,,,Satisfactory,,Satisfactory,,Poor,Satisfactory,Good,Satisfactory,Good,,,,Good,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,Satisfactory,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-30,,,,Moderate,,,,,,,,,,,,,,,Moderate,,Satisfactory,,Moderate,Moderate,Good,Satisfactory,Satisfactory,,,,Good,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,,,,Moderate,,,,,,,,,,,,,,,Moderate,,Satisfactory,,Severe,Moderate,Good,Satisfactory,Satisfactory,,,,Satisfactory,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,,,,Poor,,,,,,,,,,,,,,,Moderate,,Moderate,,Poor,Moderate,Good,Satisfactory,Good,,,,Satisfactory,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-02,,,,Severe,,,,,,,,,,,,,,,Poor,,Poor,,Very Poor,Moderate,Good,Satisfactory,Good,,,,,,,,,,Satisfactory,Moderate,,,Satisfactory,,,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-03,,,,Severe,,,,,,,,,,,,,,,Very Poor,,Poor,,Very Poor,Moderate,Good,Satisfactory,Good,,,,Moderate,,,,,,Satisfactory,Moderate,,,Moderate,,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-04,,,,Severe,,,,,,,,,,,,,,,Very Poor,,Moderate,,,Moderate,Good,Satisfactory,Good,,,,Moderate,,,,,,Satisfactory,Moderate,,,Moderate,,,Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-05,,,,Severe,,,,,,,,,,,,,,,Poor,,Moderate,,,Moderate,Good,Satisfactory,,,,,Moderate,,,,,,Satisfactory,Moderate,,,Satisfactory,,,Very Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-06,,,,Severe,,,,,,,,,,,,,,,Poor,,Satisfactory,,Severe,Moderate,Good,Satisfactory,Satisfactory,,,,Moderate,,,,,,Satisfactory,Moderate,,,Satisfactory,,,Poor,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07,,,,Very Poor,,,,,,,,,,,,,,,Moderate,,Satisfactory,,Severe,Moderate,Good,Satisfactory,Good,,,,Moderate,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-08,,,,Poor,,,,,,,,,,,,,,,,,Satisfactory,,Poor,Moderate,Good,Satisfactory,Good,,,,Satisfactory,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,Satisfactory,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-09,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Very Poor,Moderate,Good,Satisfactory,Good,,,,Satisfactory,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,Moderate,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-10,,,,,,,,,,,,,,,,,,,,,Moderate,,Very Poor,Satisfactory,Good,Satisfactory,Good,,,,Satisfactory,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-11,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Very Poor,Moderate,Good,Satisfactory,Good,,,,Satisfactory,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,Moderate,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Very Poor,Satisfactory,Good,Satisfactory,Good,,,,Satisfactory,,,,,,Satisfactory,Good,,,Satisfactory,,,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13,,,,,,,,,,,,,,,,,,,,,Moderate,,Poor,Satisfactory,Good,Satisfactory,Good,,,,,,,,,,Satisfactory,Satisfactory,,,Satisfactory,,,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-14,,,,,,,,,,,,,,,,,,,,,Moderate,,Very Poor,Moderate,Good,Satisfactory,Good,,,,Satisfactory,,,,,Satisfactory,Satisfactory,Satisfactory,,,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-15,,,,,,,,,,,,,,,,,,,,,Moderate,,Severe,Moderate,Satisfactory,Moderate,Good,,,,Satisfactory,,,,,Satisfactory,Satisfactory,Satisfactory,,,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-16,,,,,,,,,,,,,,,,,,,,,Moderate,,Poor,Moderate,Good,Moderate,Satisfactory,,,,Satisfactory,,,,,Satisfactory,Satisfactory,Satisfactory,,,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-17,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Poor,Moderate,Good,Satisfactory,Satisfactory,,,,Satisfactory,,,,,Moderate,Satisfactory,Satisfactory,,,Satisfactory,,,,Severe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-18,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Very Poor,Moderate,Good,Satisfactory,Satisfactory,,,,Satisfactory,,,,,Moderate,Satisfactory,Satisfactory,,,Satisfactory,,,,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-19,,,,,,,,,,,,,,,,,,,,,Moderate,,Severe,Moderate,Good,Satisfactory,Good,,,,Moderate,,,,,Moderate,Satisfactory,Satisfactory,,,Satisfactory,,,,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-20,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Very Poor,Satisfactory,Good,Satisfactory,Satisfactory,,,,Satisfactory,,Moderate,,,Moderate,Satisfactory,Satisfactory,,,Satisfactory,,,Very Poor,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-21,,,,,,,,,,,,,,,,,,,,,Moderate,,Very Poor,Satisfactory,,Satisfactory,Good,,,,Satisfactory,,Moderate,,,Satisfactory,Satisfactory,Satisfactory,,,Satisfactory,,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-22,,,,,,,,,,,,,,,,,,,,,Moderate,,Very Poor,Satisfactory,Good,Moderate,Good,,,,Satisfactory,,Satisfactory,,,Satisfactory,Good,Satisfactory,,,Satisfactory,,,Moderate,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,Very Poor,Moderate,Good,Satisfactory,Satisfactory,,Good,,Satisfactory,,Satisfactory,,,Satisfactory,Good,Satisfactory,,,Satisfactory,,,Moderate,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-24,,,,,,,,,,,,,,,,,,,,,Moderate,,Poor,Moderate,,,Satisfactory,,Good,,Satisfactory,,Satisfactory,,,Satisfactory,Good,Satisfactory,,,Satisfactory,,,Poor,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25,,,,,,,,,,,,,,,,,,,,,Moderate,,Very Poor,,,Satisfactory,Good,,Good,,Moderate,,Satisfactory,,,Satisfactory,Good,Satisfactory,,,Satisfactory,,,Moderate,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-26,,,,,,,,,,,,,,,,,,,,,Moderate,,Very Poor,,,Satisfactory,Moderate,,Good,,Moderate,,Satisfactory,,,Satisfactory,Satisfactory,Satisfactory,,,Satisfactory,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-27,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Very Poor,,,Moderate,Satisfactory,,Good,,Satisfactory,,Satisfactory,,,Good,Good,Satisfactory,,,Satisfactory,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-28,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Poor,,,Moderate,Satisfactory,,Good,,Satisfactory,,Satisfactory,,,,Satisfactory,Satisfactory,,,Satisfactory,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-29,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Satisfactory,,,Satisfactory,Satisfactory,,Good,,Satisfactory,,Good,,,Satisfactory,Satisfactory,Satisfactory,,,Satisfactory,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,,,,,,,,,,,,,,,,Good,,Satisfactory,,,Satisfactory,Satisfactory,,Good,,Satisfactory,,Good,,,Satisfactory,Good,Satisfactory,,,,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-01,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Moderate,,,Moderate,Satisfactory,,Good,,Satisfactory,,Satisfactory,,,Satisfactory,Satisfactory,Satisfactory,,,Moderate,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-02,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Moderate,,,Moderate,Poor,,Good,,Satisfactory,,Satisfactory,,,Satisfactory,Good,Satisfactory,,,Moderate,,,Moderate,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03,,,,,,,,,,,,,,,,,,,,,Good,,Satisfactory,,,Moderate,Satisfactory,,Good,,Satisfactory,,Satisfactory,,,Satisfactory,Good,Satisfactory,,,Satisfactory,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-04,,,,,,,,,,,,,,,,,,,,,Moderate,,Poor,,,Satisfactory,,,Good,,Satisfactory,,Satisfactory,,,Good,Good,Satisfactory,,,Satisfactory,,,Good,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-05,,,,,,,,,,,,,,,,,,,,,Poor,,Very Poor,,,Satisfactory,,,Satisfactory,,Moderate,,Satisfactory,,,Good,Good,Satisfactory,,,Satisfactory,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-06,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Severe,,,Satisfactory,,,Satisfactory,,Satisfactory,,Moderate,,,Satisfactory,Good,Satisfactory,,,Satisfactory,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-07,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Severe,,,,,,Satisfactory,,Satisfactory,,Moderate,,,Satisfactory,Satisfactory,Satisfactory,,,Moderate,,,Good,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-08,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Very Poor,,,Moderate,,,Satisfactory,,Moderate,,Satisfactory,,,Satisfactory,Satisfactory,Satisfactory,,,Satisfactory,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-09,,,,,,,,,,,,,,,,,,,,,Moderate,,Severe,,,Moderate,,,Satisfactory,,,,Satisfactory,,,Satisfactory,Satisfactory,Satisfactory,,,Moderate,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-10,,,,,,,,,,,,,,,,,,,,,Satisfactory,,,,,Moderate,,,Good,,,,Satisfactory,,,Satisfactory,Satisfactory,Satisfactory,,,Satisfactory,,,Satisfactory,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-11,,,,,,,,,,,,,,,,,,,,,Satisfactory,,Very Poor,,,Satisfactory,Satisfactory,,Good,,Satisfactory,,Moderate,,,Good,Good,Satisfactory,,,Satisfactory,,,Good,Satisfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-12,,,,,,,,,,,,,,,,,,,,,Good,,Severe,,,Satisfactory,Good,,Good,,Satisfactory,,Moderate,,,Satisfactory,Satisfactory,Satisfactory,,,Satisfactory,,,Good,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
